Manfred Mann's Earth Band,2
Sinitta,2
"Ray Parker Jr., Raydio",2
Nicki French,2
"will.i.am, Britney Spears",2
The Partridge Family,2
Julian Lennon,2
Lupe Fiasco,2
Matthew Wilder,2
Ben E. King,2
Shirley Bassey,2
Linda George,2
All-4-One,2
The Style Council,2
Chynna Phillips,2
"Snoop Dogg, Wiz Khalifa, Bruno Mars",2
The Superjesus,2
Twisted Sister,2
Gabrielle Aplin,2
Chuck Berry,2
Puddle Of Mudd,2
"Sam Feldt, RANI",2
Chantoozies,2
"Ed Sheeran & Justin Bieber, Justin Bieber",2
"Coolio, L.V.",2
Rizzle Kicks,2
"Cheat Codes, Kris Kross Amsterdam",2
"Jay Sean, Pitbull",2
Mary Hopkin,2
Kelly Marie,2
Robbie Nevil,2
"Elvis Presley, The Jordanaires",2
"Keith Urban, Carrie Underwood",2
Maisie Peters,2
"Mariah Carey, Boyz II Men",2
"David Guetta, Usher",2
"The Communards, Sarah Jane Morris",2
Alex Party,2
"Maroon 5, Rihanna",2
Rupert Holmes,2
The Lumineers,2
"David Guetta, Showtek, VASSY",2
The Wallflowers,2
Melissa Tkautz,2
Lieutenant Pigeon,2
"Sam Brown, Pete Brown",2
Sash!,2
Armand Van Helden,2
Ray Peterson,2
"George Michael, Aretha Franklin",2
Carly Rae Jepsen,2
"Blue Swede, Björn Skifs",2
The Spencer Davis Group,2
Freddy Fender,2
"Zac Efron, Zendaya",2
Wesley Dean,2
